,name,state,location_type,cocoa,area_harvested_cocoa,area_planted_cocoa,coffee,area_planted_coffee,area_harvested_coffee,area_planted_corn,area_harvested_corn,corn,rice,area_planted_rice,area_harvested_rice,area_planted_soy,soy,area_harvested_soy,area_harvested_sugarcane,area_planted_sugarcane,sugarcane
5011,Santa Teresa,Espirito Santo,city,71,75,75,22148,9280,9280,50,50,190,0,0,0,0,0,0,200,200,9592
5012,Santa Teresinha,Paraiba,city,0,0,0,0,0,0,600,600,480,0,0,0,0,0,0,0,0,0
5013,Santa Tereza,Rio Grande do Sul,city,0,0,0,0,0,0,150,150,495,0,0,0,0,0,0,25,25,1000
5014,Santa Tereza de Goias,Goias,city,0,0,0,0,0,0,145,145,516,195,88,88,2235,7325,2235,0,0,0
5015,Santa Tereza do Oeste,Parana,city,0,0,0,0,0,0,13600,13600,65000,44,22,22,18850,64000,18850,10,10,614
5016,Santa Tereza do Tocantins,Tocantins,city,0,0,0,0,0,0,60,60,176,0,0,0,0,0,0,0,0,0
5017,Santa Terezinha,Bahia,city,0,0,0,0,0,0,90,90,35,0,0,0,0,0,0,0,0,0
5018,Santa Terezinha,Mato Grosso,city,0,0,0,0,0,0,12000,12000,64404,0,0,0,30000,105600,30000,0,0,0
5019,Santa Terezinha,Pernambuco,city,0,0,0,0,0,0,1900,1900,1140,0,0,0,0,0,0,14,14,280
5020,Santa Terezinha,Santa Catarina,city,0,0,0,0,0,0,3000,2500,15000,0,0,0,5000,18000,5000,2,2,40
5021,Santa Terezinha de Goias,Goias,city,0,0,0,0,0,0,270,270,1539,0,0,0,0,0,0,13,13,884
5022,Santa Terezinha de Itaipu,Parana,city,0,0,0,0,0,0,15610,15510,96873,32,5,5,15900,9660,13800,30,30,1560
5023,Santa Terezinha do Progresso,Santa Catarina,city,0,0,0,0,0,0,200,200,720,0,0,0,400,960,400,8,10,280
5024,Santa Terezinha do Tocantins,Tocantins,city,0,0,0,0,0,0,90,80,300,80,30,30,0,0,0,0,0,0
5025,Santa Vitoria,Minas Gerais,city,0,0,0,0,0,0,580,580,2718,9,5,5,7260,23478,7260,35000,35000,2380000
5026,Santa Vitoria do Palmar,Rio Grande do Sul,city,0,0,0,0,0,0,958,958,6898,589203,68116,68116,42244,130534,42244,0,0,0
5027,Santaluz,Bahia,city,0,0,0,0,0,0,1152,461,5,0,0,0,0,0,0,0,0,0
5028,Santana,Amapa,city,0,0,0,0,0,0,85,84,86,26,32,32,0,0,0,10,10,212
5029,Santana,Bahia,city,0,0,0,0,0,0,780,720,5324,0,0,0,2000,7440,2000,330,330,6086
5030,Santana da Boa Vista,Rio Grande do Sul,city,0,0,0,0,0,0,2400,2400,2880,1200,150,150,39000,81900,39000,0,0,0
5031,Santana da Ponte Pensa,Sao Paulo,city,0,0,0,0,0,0,75,75,315,0,0,0,550,1320,550,1350,1350,108000
5032,Santana da Vargem,Minas Gerais,city,0,0,0,4297,4340,4340,700,700,5292,0,0,0,1180,4460,1180,2,2,65
5033,Santana de Cataguases,Minas Gerais,city,0,0,0,0,0,0,25,25,90,0,0,0,0,0,0,0,0,0
5034,Santana de Mangueira,Paraiba,city,0,0,0,0,0,0,600,600,600,12,10,10,0,0,0,5,5,200
5035,Santana de Parnaiba,Sao Paulo,city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5036,Santana de Pirapama,Minas Gerais,city,0,0,0,0,0,0,250,250,600,0,0,0,0,0,0,100,100,3600
5037,Santana do Acarau,Ceara,city,0,0,0,0,0,0,5840,5840,4020,0,0,0,0,0,0,0,0,0
5038,Santana do Araguaia,Para,city,0,0,0,0,0,0,66500,66500,155370,7412,2180,2180,119840,359520,119840,0,0,0
5039,Santana do Cariri,Ceara,city,0,0,0,0,0,0,1200,1200,1355,17,9,9,0,0,0,0,0,0
5040,Santana do Deserto,Minas Gerais,city,0,0,0,0,0,0,15,15,50,0,0,0,0,0,0,10,10,450
5041,Santana do Garambeu,Minas Gerais,city,0,0,0,5,3,3,300,300,1242,0,0,0,0,0,0,5,5,250
5042,Santana do Ipanema,Alagoas,microregion,0,0,0,0,0,0,12020,1591,2002,0,0,0,0,0,0,0,0,0
5043,Santana do Ipanema,Alagoas,city,0,0,0,0,0,0,2650,265,239,0,0,0,0,0,0,0,0,0
5044,Santana do Itarare,Parana,city,0,0,0,8,5,5,4600,4600,26740,40,25,25,9750,35588,9750,58,58,3480
5045,Santana do Jacare,Minas Gerais,city,0,0,0,630,420,420,100,100,540,0,0,0,0,0,0,8,8,400
5046,Santana do Manhuacu,Minas Gerais,city,0,0,0,9072,7200,7200,300,300,1170,0,0,0,0,0,0,12,12,420
5047,Santana do Maranhao,Maranhao,city,0,0,0,0,0,0,312,312,245,0,0,0,0,0,0,0,0,0
5048,Santana do Matos,Rio Grande do Norte,city,0,0,0,0,0,0,700,700,304,0,0,0,0,0,0,0,0,0
5049,Santana do Mundau,Alagoas,city,0,0,0,0,0,0,80,80,100,0,0,0,0,0,0,0,0,0
5050,Santana do Paraiso,Minas Gerais,city,0,0,0,9,12,12,20,20,48,0,0,0,0,0,0,7,7,252
5051,Santana do Piaui,Piaui,city,0,0,0,0,0,0,1000,1000,330,0,0,0,0,0,0,0,0,0
5052,Santana do Riacho,Minas Gerais,city,0,0,0,0,0,0,30,30,108,0,0,0,0,0,0,6,6,240
5053,Santana do Serido,Rio Grande do Norte,city,0,0,0,0,0,0,50,50,5,0,0,0,0,0,0,0,0,0
5054,Santana do Sao Francisco,Sergipe,city,0,0,0,0,0,0,60,60,261,0,0,0,0,0,0,204,204,8094
5055,Santana dos Garrotes,Paraiba,city,0,0,0,0,0,0,300,300,270,180,180,180,0,0,0,0,0,0
5056,Santana dos Montes,Minas Gerais,city,0,0,0,9,10,10,250,250,1125,0,0,0,0,0,0,20,20,900
5057,Santanopolis,Bahia,city,0,0,0,0,0,0,700,700,77,0,0,0,0,0,0,0,0,0
5058,Santarem,Para,microregion,11992,13762,13762,40,40,40,112956,112956,414009,14834,4664,4664,111040,387808,111040,71,71,1735
5059,Santarem,Para,city,56,187,187,0,0,0,30000,30000,116400,5250,1500,1500,30000,105000,30000,10,10,200
5060,Santarem Novo,Para,city,0,0,0,0,0,0,400,400,320,0,0,0,0,0,0,0,0,0
5061,Santiago,Rio Grande do Sul,microregion,0,0,0,0,0,0,14956,14243,77841,0,0,0,502844,494772,477244,369,369,6424
5062,Santiago,Rio Grande do Sul,city,0,0,0,0,0,0,2730,2730,7938,0,0,0,53500,32294,49260,200,200,3000
5063,Santiago do Sul,Santa Catarina,city,0,0,0,0,0,0,300,300,2160,0,0,0,1100,930,1100,10,10,550
5064,Santo Afonso,Mato Grosso,city,0,0,0,0,0,0,7900,7900,37920,0,0,0,16000,52800,16000,100,100,5750
5065,Santo Amaro,Bahia,city,126,140,140,0,0,0,80,80,162,0,0,0,0,0,0,15,15,299
5066,Santo Amaro da Imperatriz,Santa Catarina,city,0,0,0,0,0,0,10,10,49,42,7,7,0,0,0,100,100,2296
5067,Santo Amaro das Brotas,Sergipe,city,0,0,0,0,0,0,36,36,43,0,0,0,0,0,0,586,610,35160
5068,Santo Amaro do Maranhao,Maranhao,city,0,0,0,0,0,0,23,23,20,2,2,2,0,0,0,0,0,0
5069,Santo Anastacio,Sao Paulo,city,0,0,0,0,0,0,2048,2048,7500,0,0,0,5818,9200,5818,1273,1273,89198
5070,Santo Andre,Paraiba,city,0,0,0,0,0,0,350,280,50,0,0,0,0,0,0,0,0,0
5071,Santo Andre,Sao Paulo,city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5072,Santo Antonio,Rio Grande do Norte,city,0,0,0,0,0,0,1500,1500,500,0,0,0,0,0,0,0,0,0
5073,Santo Antonio da Alegria,Sao Paulo,city,0,0,0,4200,2000,2000,2750,2750,22500,0,0,0,2000,6000,2000,2000,2000,160000
5074,Santo Antonio da Barra,Goias,city,0,0,0,0,0,0,5200,5200,29344,0,0,0,10000,35000,10000,5500,5500,443564
5075,Santo Antonio da Patrulha,Rio Grande do Sul,city,0,0,0,0,0,0,2000,2000,6000,104782,11907,11907,9000,27000,9000,200,200,14000
5076,Santo Antonio da Platina,Parana,city,0,0,0,1544,830,830,8650,8650,51900,54,30,30,16200,63180,16200,3960,3960,336600
5077,Santo Antonio das Missoes,Rio Grande do Sul,city,0,0,0,0,0,0,5000,5000,35940,13954,2092,2092,57500,25596,51320,105,105,1575
5078,Santo Antonio de Goias,Goias,city,0,0,0,0,0,0,145,145,1200,0,0,0,200,750,200,0,0,0
5079,Santo Antonio de Jesus,Bahia,microregion,1129,1750,1750,12,8,8,1597,1597,1544,0,0,0,0,0,0,274,274,5147
5080,Santo Antonio de Jesus,Bahia,city,213,340,340,0,0,0,10,10,12,0,0,0,0,0,0,30,30,535
5081,Santo Antonio de Leverger,Mato Grosso,city,0,0,0,0,0,0,18500,18500,93900,0,0,0,37500,136875,37500,400,400,10000
5082,Santo Antonio de Lisboa,Piaui,city,0,0,0,0,0,0,200,200,120,0,0,0,0,0,0,0,0,0
5083,Santo Antonio de Posse,Sao Paulo,city,0,0,0,90,83,83,750,750,5400,0,0,0,270,972,270,3200,3200,249600
5084,Santo Antonio de Padua,Rio de Janeiro,microregion,0,0,0,9,4,4,227,227,470,18,5,5,0,0,0,200,200,5000
5085,Santo Antonio de Padua,Rio de Janeiro,city,0,0,0,0,0,0,50,50,111,0,0,0,0,0,0,0,0,0
5086,Santo Antonio do Amparo,Minas Gerais,city,0,0,0,9387,7450,7450,600,600,4320,0,0,0,215,839,215,10,10,650
5087,Santo Antonio do Aracangua,Sao Paulo,city,0,0,0,0,0,0,1100,1100,6000,0,0,0,8000,26400,8000,27924,27924,1954680
5088,Santo Antonio do Aventureiro,Minas Gerais,city,0,0,0,0,0,0,15,15,45,9,2,2,0,0,0,10,10,450
5089,Santo Antonio do Caiua,Parana,city,0,0,0,0,0,0,668,319,1041,0,0,0,688,1255,454,1659,1659,67556
5090,Santo Antonio do Descoberto,Goias,city,0,0,0,7,3,3,720,720,4719,0,0,0,1680,6040,1680,0,0,0
5091,Santo Antonio do Grama,Minas Gerais,city,0,0,0,36,23,23,60,60,252,0,0,0,0,0,0,450,450,24750
5092,Santo Antonio do Itambe,Minas Gerais,city,0,0,0,0,0,0,180,180,756,0,0,0,0,0,0,25,25,1000
5093,Santo Antonio do Ica,Amazonas,city,0,0,0,0,0,0,20,20,180,0,0,0,0,0,0,0,0,0
5094,Santo Antonio do Jacinto,Minas Gerais,city,0,0,0,2,2,2,60,60,60,0,0,0,0,0,0,50,50,1650
5095,Santo Antonio do Jardim,Sao Paulo,city,0,0,0,8197,3640,3640,500,500,2489,0,0,0,0,0,0,0,0,0
5096,Santo Antonio do Leste,Mato Grosso,city,0,0,0,0,0,0,70000,70000,441000,0,0,0,101000,363600,101000,0,0,0
5097,Santo Antonio do Monte,Minas Gerais,city,0,0,0,30,25,25,500,500,3000,0,0,0,0,0,0,120,120,9360
5098,Santo Antonio do Palma,Rio Grande do Sul,city,0,0,0,0,0,0,400,400,721,0,0,0,4000,7200,4000,0,0,0
5099,Santo Antonio do Paraiso,Parana,city,0,0,0,0,0,0,1570,1570,6246,0,0,0,7160,25346,7160,300,300,21660
5100,Santo Antonio do Pinhal,Sao Paulo,city,0,0,0,0,0,0,5,5,25,0,0,0,0,0,0,0,0,0
5101,Santo Antonio do Planalto,Rio Grande do Sul,city,0,0,0,0,0,0,837,837,2444,0,0,0,13800,25080,13800,1,1,30
5102,Santo Antonio do Retiro,Minas Gerais,city,0,0,0,60,50,50,120,120,130,12,20,20,0,0,0,250,250,9500
5103,Santo Antonio do Rio Abaixo,Minas Gerais,city,0,0,0,0,0,0,30,30,117,0,0,0,0,0,0,45,45,2003
5104,Santo Antonio do Sudoeste,Parana,city,0,0,0,0,0,0,7500,7450,21083,1,1,1,13100,11790,13100,20,20,1000
5105,Santo Antonio do Taua,Para,city,0,0,0,0,0,0,60,60,42,0,0,0,0,0,0,0,0,0
5106,Santo Antonio dos Lopes,Maranhao,city,0,0,0,0,0,0,481,481,852,763,651,651,0,0,0,7,7,275
5107,Santo Antonio dos Milagres,Piaui,city,0,0,0,0,0,0,109,109,82,67,56,56,0,0,0,0,0,0
5108,Santo Augusto,Rio Grande do Sul,city,0,0,0,0,0,0,4000,3900,25920,0,0,0,31200,48240,31200,5,5,150
5109,Santo Cristo,Rio Grande do Sul,city,0,0,0,0,0,0,4425,4425,18735,0,0,0,7215,3060,7215,120,120,3600
5110,Santo Estevao,Bahia,city,0,0,0,0,0,0,3200,3200,269,0,0,0,0,0,0,0,0,0
5111,Santo Expedito,Sao Paulo,city,0,0,0,0,0,0,80,80,404,0,0,0,0,0,0,1083,1083,75819
5112,Santo Expedito do Sul,Rio Grande do Sul,city,0,0,0,0,0,0,1000,1000,2400,0,0,0,5600,11760,5600,2,2,50
5113,Santo Hipolito,Minas Gerais,city,0,0,0,0,0,0,250,250,1125,0,0,0,0,0,0,15,15,825
5114,Santo Inacio,Parana,city,0,0,0,3,3,3,1388,1388,4650,0,0,0,3918,5093,3918,9464,9464,638523
5115,Santo Inacio do Piaui,Piaui,city,0,0,0,0,0,0,420,420,441,0,0,0,0,0,0,0,0,0
5116,Santo Angelo,Rio Grande do Sul,microregion,0,0,0,0,0,0,51407,51407,322400,14114,2112,2112,516213,270902,477793,501,520,7802
5117,Santo Angelo,Rio Grande do Sul,city,0,0,0,0,0,0,3750,3750,15090,0,0,0,36100,9419,36100,20,20,140
5118,Santos,Sao Paulo,microregion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5119,Santos,Sao Paulo,city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5120,Santos Dumont,Minas Gerais,city,0,0,0,0,0,0,80,80,384,0,0,0,0,0,0,4,4,240
5121,Santopolis do Aguapei,Sao Paulo,city,0,0,0,0,0,0,126,126,497,0,0,0,85,230,85,3267,3267,245025
5122,Sapeacu,Bahia,city,0,0,0,0,0,0,35,35,18,0,0,0,0,0,0,0,0,0
5123,Sapezal,Mato Grosso,city,0,0,0,0,0,0,164041,164041,959640,0,0,0,385614,1272526,385614,0,0,0
5124,Sapiranga,Rio Grande do Sul,city,0,0,0,0,0,0,120,120,576,715,104,104,0,0,0,13,13,520
5125,Sapopema,Parana,city,0,0,0,204,170,170,45,45,405,36,18,18,3100,9300,3100,0,0,0
5126,Sapucaia,Para,city,0,0,0,0,0,0,585,585,2106,0,0,0,0,0,0,0,0,0
5127,Sapucaia,Rio de Janeiro,city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,875
5128,Sapucaia do Sul,Rio Grande do Sul,city,0,0,0,0,0,0,30,30,96,0,0,0,30,54,30,0,0,0
5129,Sapucai-Mirim,Minas Gerais,city,0,0,0,0,0,0,60,60,389,0,0,0,0,0,0,0,0,0
5130,Sape,Paraiba,microregion,0,0,0,0,0,0,467,467,429,0,0,0,0,0,0,23175,23175,1401750
5131,Sape,Paraiba,city,0,0,0,0,0,0,10,10,12,0,0,0,0,0,0,10000,10000,650000
5132,Saquarema,Rio de Janeiro,city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5133,Sarandi,Parana,city,0,0,0,0,0,0,4565,4565,16891,0,0,0,6250,6875,6250,0,0,0
5134,Sarandi,Rio Grande do Sul,city,0,0,0,0,0,0,1890,1890,7290,0,0,0,18038,41325,18038,8,8,256
5135,Sarapui,Sao Paulo,city,0,0,0,0,0,0,1600,1600,8550,0,0,0,1400,5940,1400,0,0,0
5136,Sardoa,Minas Gerais,city,0,0,0,18,14,14,150,150,468,0,0,0,0,0,0,9,9,342
5137,Sarutaia,Sao Paulo,city,0,0,0,2754,1700,1700,1000,1000,6036,0,0,0,2200,7524,2200,1000,1000,90000
5138,Sarzedo,Minas Gerais,city,0,0,0,0,0,0,40,40,240,0,0,0,0,0,0,0,0,0
5139,Satuba,Alagoas,city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700,1700,105954
5140,Satubinha,Maranhao,city,0,0,0,0,0,0,190,190,238,96,85,85,0,0,0,0,0,0
5141,Saubara,Bahia,city,0,0,0,0,0,0,30,30,30,0,0,0,0,0,0,0,0,0
5142,Saudade do Iguacu,Parana,city,0,0,0,0,0,0,650,650,3110,6,2,2,3000,12000,3000,15,15,600
5143,Saudades,Santa Catarina,city,0,0,0,0,0,0,2600,2600,20280,6,2,2,4450,10800,4450,0,0,0
5144,Saude,Bahia,city,0,0,0,0,0,0,400,400,60,0,0,0,0,0,0,0,0,0
5145,Schroeder,Santa Catarina,city,0,0,0,0,0,0,62,62,372,1994,268,268,0,0,0,5,5,125
5146,Seabra,Bahia,microregion,23,25,25,40714,27113,27113,4869,4389,8448,192,101,101,840,3276,840,1659,1659,41600
5147,Seabra,Bahia,city,0,0,0,420,1400,1400,600,600,44,1,1,1,0,0,0,0,0,0
5148,Seara,Santa Catarina,city,0,0,0,0,0,0,1500,1500,7200,0,0,0,250,450,250,15,15,600
5149,Sebastianopolis do Sul,Sao Paulo,city,0,0,0,0,0,0,250,250,2010,0,0,0,100,300,100,7000,7000,560000
5150,Sebastiao Barros,Piaui,city,0,0,0,0,0,0,702,702,842,45,30,30,870,2760,870,0,0,0
5151,Sebastiao Laranjeiras,Bahia,city,0,0,0,0,0,0,400,400,466,0,0,0,0,0,0,95,95,3049
5152,Sebastiao Leal,Piaui,city,0,0,0,0,0,0,15570,15570,105832,2450,1239,1239,30666,106691,30666,0,0,0
5153,Seberi,Rio Grande do Sul,city,0,0,0,0,0,0,4200,4200,10164,12,4,4,11000,16191,10000,30,30,150
5154,Sede Nova,Rio Grande do Sul,city,0,0,0,0,0,0,850,850,2210,0,0,0,6350,5715,6350,10,10,200
5155,Segredo,Rio Grande do Sul,city,0,0,0,0,0,0,2000,2000,2960,5,4,4,5800,9257,5800,20,20,400
5156,Selbach,Rio Grande do Sul,city,0,0,0,0,0,0,1175,1175,3110,0,0,0,10060,12252,10060,2,2,64
5157,Selviria,Mato Grosso do Sul,city,0,0,0,0,0,0,205,160,1000,0,0,0,2759,8380,2759,805,805,30861
5158,Sem-Peixe,Minas Gerais,city,0,0,0,0,0,0,75,75,315,0,0,0,0,0,0,270,270,14850
5159,Sena Madureira,Acre,microregion,0,0,0,192,135,120,2650,2650,5628,442,355,355,0,0,0,41,41,1018
5160,Sena Madureira,Acre,city,0,0,0,22,25,20,1800,1800,3960,325,250,250,0,0,0,15,15,390
5161,Senador Alexandre Costa,Maranhao,city,0,0,0,0,0,0,2921,2921,9446,1977,1400,1400,8490,30140,8490,0,0,0
5162,Senador Amaral,Minas Gerais,city,0,0,0,0,0,0,350,350,2415,0,0,0,0,0,0,0,0,0
5163,Senador Canedo,Goias,city,0,0,0,0,0,0,500,500,3000,0,0,0,1100,4015,1100,0,0,0
5164,Senador Cortes,Minas Gerais,city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5165,Senador Eloi de Souza,Rio Grande do Norte,city,0,0,0,0,0,0,300,300,180,0,0,0,0,0,0,0,0,0
5166,Senador Firmino,Minas Gerais,city,0,0,0,144,92,92,200,200,900,0,0,0,0,0,0,60,60,2700
5167,Senador Georgino Avelino,Rio Grande do Norte,city,0,0,0,0,0,0,40,40,75,0,0,0,0,0,0,0,0,0
5168,Senador Guiomard,Acre,city,0,0,0,63,40,40,3780,3780,18840,60,60,60,280,1008,280,15,15,380
5169,Senador Jose Bento,Minas Gerais,city,0,0,0,594,450,450,245,245,1911,0,0,0,0,0,0,0,0,0
5170,Senador Jose Porfirio,Para,city,4168,4156,4156,0,0,0,600,600,1600,147,80,80,0,0,0,15,15,700
5171,Senador La Rocque,Maranhao,city,0,0,0,0,0,0,254,254,757,16,10,10,0,0,0,0,0,0
5172,Senador Modestino Goncalves,Minas Gerais,city,0,0,0,162,60,60,370,370,940,0,0,0,0,0,0,150,150,6000
5173,Senador Pompeu,Ceara,city,0,0,0,0,0,0,6000,6000,4800,0,0,0,0,0,0,0,0,0
5174,Senador Rui Palmeira,Alagoas,city,0,0,0,0,0,0,1100,110,99,0,0,0,0,0,0,0,0,0
5175,Senador Salgado Filho,Rio Grande do Sul,city,0,0,0,0,0,0,750,750,1800,0,0,0,8240,1519,8240,10,10,400
5176,Senador Sa,Ceara,city,0,0,0,0,0,0,610,610,149,0,0,0,0,0,0,0,0,0
5177,Senges,Parana,city,0,0,0,0,0,0,3250,3250,21125,4,3,3,15550,57115,15550,18,18,1170
5178,Senhor do Bonfim,Bahia,microregion,0,0,0,4,7,7,15150,14850,1844,9,6,6,0,0,0,26,26,508
5179,Senhor do Bonfim,Bahia,city,0,0,0,1,2,2,1350,1350,109,0,0,0,0,0,0,3,3,14
5180,Senhora de Oliveira,Minas Gerais,city,0,0,0,300,200,200,250,250,1050,0,0,0,0,0,0,35,35,1470
5181,Senhora do Porto,Minas Gerais,city,0,0,0,0,0,0,60,60,151,0,0,0,0,0,0,0,0,0
5182,Senhora dos Remedios,Minas Gerais,city,0,0,0,44,30,30,1250,1250,6225,70,35,35,0,0,0,120,120,4800
5183,Sentinela do Sul,Rio Grande do Sul,city,0,0,0,0,0,0,1050,1050,4410,18760,2680,2680,1470,4851,1470,25,25,1125
5184,Sento Se,Bahia,city,0,0,0,0,0,0,1553,1553,523,0,0,0,0,0,0,0,0,0
5185,Serafina Correa,Rio Grande do Sul,city,0,0,0,0,0,0,1550,1550,3472,0,0,0,3650,4818,3650,3,3,52
5186,Sergipana do Sertao do Sao Francisco,Sergipe,microregion,0,0,0,0,0,0,34800,34800,115245,0,0,0,0,0,0,0,0,0
5187,Sergipe,Sergipe,state,0,0,0,0,0,0,176093,175993,793896,33808,4296,4296,0,0,0,37936,40494,2183372
5188,Sericita,Minas Gerais,city,0,0,0,7038,5100,5100,280,280,924,0,0,0,0,0,0,0,0,0
5189,Serido Ocidental,Rio Grande do Norte,microregion,0,0,0,0,0,0,568,458,276,70,23,23,0,0,0,0,0,0
5190,Serido Ocidental Paraibano,Paraiba,microregion,0,0,0,0,0,0,1900,1900,801,0,0,0,0,0,0,0,0,0
5191,Serido Oriental,Rio Grande do Norte,microregion,0,0,0,0,0,0,755,735,342,6,2,2,0,0,0,0,0,0
5192,Serido Oriental Paraibano,Paraiba,microregion,0,0,0,0,0,0,5170,5170,2814,0,0,0,0,0,0,0,0,0
5193,Seringueiras,Rondonia,city,14,27,27,2406,1162,1162,5900,5900,22890,460,200,200,6447,21278,6447,3,3,120
5194,Seritinga,Minas Gerais,city,0,0,0,0,0,0,40,40,180,0,0,0,0,0,0,25,25,875
5195,Seropedica,Rio de Janeiro,city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,92,2039
5196,Serra,Espirito Santo,city,7,22,22,2123,799,784,40,40,100,0,0,0,0,0,0,0,0,0
5197,Serra Alta,Santa Catarina,city,0,0,0,0,0,0,640,640,3802,0,0,0,1900,2850,1900,0,0,0
5198,Serra Azul,Sao Paulo,city,0,0,0,0,0,0,10,10,29,0,0,0,800,2160,800,15955,15955,1264003
5199,Serra Azul de Minas,Minas Gerais,city,0,0,0,2,1,1,73,73,183,0,0,0,0,0,0,20,20,650
5200,Serra Branca,Paraiba,city,0,0,0,0,0,0,680,204,49,0,0,0,0,0,0,0,0,0
5201,Serra Caiada,Rio Grande do Norte,city,0,0,0,0,0,0,500,500,90,0,0,0,0,0,0,0,0,0
5202,Serra Dourada,Bahia,city,0,0,0,0,0,0,600,560,391,0,0,0,0,0,0,60,60,600
5203,Serra Grande,Paraiba,city,0,0,0,0,0,0,241,241,193,28,23,23,0,0,0,5,5,210
5204,Serra Negra,Sao Paulo,city,0,0,0,4341,2524,2524,350,350,2310,0,0,0,280,840,280,30,30,2400
5205,Serra Negra do Norte,Rio Grande do Norte,city,0,0,0,0,0,0,110,15,9,13,5,5,0,0,0,0,0,0
5206,Serra Nova Dourada,Mato Grosso,city,0,0,0,0,0,0,1240,1240,3164,150,50,50,14853,53580,14853,0,0,0
5207,Serra Preta,Bahia,city,0,0,0,0,0,0,776,776,62,0,0,0,0,0,0,0,0,0
5208,Serra Redonda,Paraiba,city,0,0,0,0,0,0,200,200,80,0,0,0,0,0,0,0,0,0
5209,Serra Talhada,Pernambuco,city,0,0,0,0,0,0,2300,2300,690,12,4,4,0,0,0,0,0,0
5210,Serra da Raiz,Paraiba,city,0,0,0,0,0,0,50,50,30,0,0,0,0,0,0,50,50,2250
5211,Serra da Saudade,Minas Gerais,city,0,0,0,0,0,0,32,32,144,0,0,0,0,0,0,0,0,0
5212,Serra de Santana,Rio Grande do Norte,microregion,0,0,0,0,0,0,5435,5435,2971,0,0,0,0,0,0,0,0,0
5213,Serra de Sao Bento,Rio Grande do Norte,city,0,0,0,0,0,0,700,700,400,0,0,0,0,0,0,0,0,0
5214,Serra de Sao Miguel,Rio Grande do Norte,microregion,0,0,0,0,0,0,5049,4104,1074,19,20,15,0,0,0,51,51,2337
5215,Serra do Mel,Rio Grande do Norte,city,0,0,0,0,0,0,500,375,158,0,0,0,0,0,0,0,0,0
5216,Serra do Navio,Amapa,city,0,0,0,0,0,0,90,90,93,41,42,42,0,0,0,0,0,0
5217,Serra do Pereiro,Ceara,microregion,0,0,0,0,0,0,6350,6350,7128,0,0,0,0,0,0,30,30,2275
5218,Serra do Ramalho,Bahia,city,0,0,0,0,0,0,950,950,4195,0,0,0,4000,15736,4000,2,2,20
5219,Serra do Salitre,Minas Gerais,city,0,0,0,24270,16000,16000,11000,11000,69660,0,0,0,14500,53070,14500,0,0,0
5220,Serra do Teixeira,Paraiba,microregion,0,0,0,24,20,20,14530,14530,10785,39,45,45,0,0,0,89,89,3718
5221,Serra dos Aimores,Minas Gerais,city,0,0,0,0,0,0,5,5,6,0,0,0,0,0,0,2250,2250,135000
5222,Serrana,Rio de Janeiro,microregion,0,0,0,432,240,240,0,0,0,0,0,0,0,0,0,0,0,0
5223,Serrana,Santa Catarina,macroregion,0,0,0,0,0,0,58860,58740,369874,15,5,5,189362,601797,188462,50,50,1750
5224,Serrana,Sao Paulo,city,0,0,0,114,90,90,200,200,864,0,0,0,200,480,200,7192,7192,532208
5225,Serrana do Sertao Alagoano,Alagoas,microregion,0,0,0,0,0,0,5780,990,843,0,0,0,0,0,0,55,55,2800
5226,Serrana dos Quilombos,Alagoas,microregion,0,0,0,0,0,0,336,286,379,0,0,0,0,0,0,13670,13670,829384
5227,Serrania,Minas Gerais,city,0,0,0,3960,3300,3300,750,750,4950,0,0,0,600,2268,600,620,620,56420
5228,Serrano do Maranhao,Maranhao,city,0,0,0,0,0,0,371,371,341,9,10,10,0,0,0,0,0,0
5229,Serranos,Minas Gerais,city,0,0,0,0,0,0,250,250,1200,0,0,0,200,680,200,35,35,1470
5230,Serranopolis,Goias,city,0,0,0,0,0,0,21000,21000,131140,0,0,0,35000,116100,35000,14000,14000,987784
5231,Serranopolis de Minas,Minas Gerais,city,0,0,0,19,8,8,200,200,180,0,0,0,0,0,0,1,1,50
5232,Serranopolis do Iguacu,Parana,city,0,0,0,0,0,0,12980,12980,59578,0,0,0,11920,11825,11920,5,5,260
5233,Serraria,Paraiba,city,0,0,0,0,0,0,150,150,72,0,0,0,0,0,0,250,250,12500
5234,Serras de Sudeste,Rio Grande do Sul,microregion,0,0,0,0,0,0,12560,11060,28088,38115,5541,5541,239350,524830,236850,0,0,0
5235,Serrinha,Bahia,microregion,0,0,0,0,0,0,19733,17182,2355,0,0,0,0,0,0,0,0,0
5236,Serrinha,Bahia,city,0,0,0,0,0,0,2500,2500,420,0,0,0,0,0,0,0,0,0
5237,Serrinha,Rio Grande do Norte,city,0,0,0,0,0,0,30,30,20,0,0,0,0,0,0,0,0,0
