,name,state,location_type,cocoa,area_harvested_cocoa,area_planted_cocoa,coffee,area_planted_coffee,area_harvested_coffee,area_planted_corn,area_harvested_corn,corn,rice,area_planted_rice,area_harvested_rice,area_planted_soy,soy,area_harvested_soy,area_harvested_sugarcane,area_planted_sugarcane,sugarcane
2046,Foz do Jordao,Parana,city,0,0,0,0,0,0,3695,3695,33000,7,3,3,9850,29000,9850,1,1,50
2047,Fraiburgo,Santa Catarina,city,0,0,0,0,0,0,6500,6500,44850,0,0,0,5800,17400,5800,0,0,0
2048,Franca,Sao Paulo,microregion,0,0,0,73856,56813,55613,5630,5630,36040,0,0,0,8982,32806,8982,76595,76595,6935650
2049,Franca,Sao Paulo,city,0,0,0,14220,9480,9480,450,450,2700,0,0,0,1000,3780,1000,6300,6300,472500
2050,Francinopolis,Piaui,city,0,0,0,0,0,0,293,293,174,303,170,170,0,0,0,0,0,0
2051,Francisco Alves,Parana,city,0,0,0,0,0,0,19500,19500,68250,0,0,0,19000,9120,19000,0,0,0
2052,Francisco Ayres,Piaui,city,0,0,0,0,0,0,1500,1500,2599,1530,1000,1000,0,0,0,0,0,0
2053,Francisco Badaro,Minas Gerais,city,0,0,0,0,0,0,250,250,375,0,0,0,0,0,0,40,40,1400
2054,Francisco Beltrao,Parana,microregion,0,0,0,0,0,0,69500,65250,272218,19,19,19,193260,255103,192210,253,253,12650
2055,Francisco Beltrao,Parana,city,0,0,0,0,0,0,7700,7700,36900,1,1,1,22750,36460,22700,20,20,1000
2056,Francisco Dantas,Rio Grande do Norte,city,0,0,0,0,0,0,250,150,80,0,0,0,0,0,0,0,0,0
2057,Francisco Dumont,Minas Gerais,city,0,0,0,246,82,82,250,125,150,0,0,0,0,0,0,15,15,450
2058,Francisco Macedo,Piaui,city,0,0,0,0,0,0,525,525,468,0,0,0,0,0,0,0,0,0
2059,Francisco Morato,Sao Paulo,city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2060,Francisco Santos,Piaui,city,0,0,0,0,0,0,20,20,5,0,0,0,0,0,0,0,0,0
2061,Francisco Sa,Minas Gerais,city,0,0,0,1,2,2,1600,1600,3168,8,7,7,0,0,0,110,110,3520
2062,Franciscopolis,Minas Gerais,city,0,0,0,113,90,90,300,300,900,0,0,0,0,0,0,90,90,3150
2063,Franco da Rocha,Sao Paulo,microregion,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,1,1,2
2064,Franco da Rocha,Sao Paulo,city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2065,Frecheirinha,Ceara,city,0,0,0,0,0,0,1420,1420,2130,113,94,94,0,0,0,17,17,867
2066,Frederico Westphalen,Rio Grande do Sul,microregion,0,0,0,0,0,0,42802,42802,131988,88,38,34,173372,249017,167757,1144,1144,26986
2067,Frederico Westphalen,Rio Grande do Sul,city,0,0,0,0,0,0,3000,3000,10800,19,5,5,7800,9900,7500,50,50,1500
2068,Frei Gaspar,Minas Gerais,city,0,0,0,74,41,41,55,55,109,0,0,0,0,0,0,65,65,2925
2069,Frei Inocencio,Minas Gerais,city,0,0,0,0,0,0,100,100,210,0,0,0,0,0,0,0,0,0
2070,Frei Lagonegro,Minas Gerais,city,0,0,0,10,5,5,180,180,378,0,0,0,0,0,0,55,55,2035
2071,Frei Martinho,Paraiba,city,0,0,0,0,0,0,400,400,80,0,0,0,0,0,0,0,0,0
2072,Frei Miguelinho,Pernambuco,city,0,0,0,0,0,0,650,260,63,0,0,0,0,0,0,0,0,0
2073,Frei Paulo,Sergipe,city,0,0,0,0,0,0,16500,16500,89100,0,0,0,0,0,0,0,0,0
2074,Frei Rogerio,Santa Catarina,city,0,0,0,0,0,0,1600,1600,11520,0,0,0,3100,9300,3100,0,0,0
2075,Fronteira,Minas Gerais,city,0,0,0,0,0,0,220,220,1320,0,0,0,230,773,230,750,750,63750
2076,Fronteira dos Vales,Minas Gerais,city,0,0,0,0,0,0,8,8,9,0,0,0,0,0,0,15,15,780
2077,Fronteiras,Piaui,city,0,0,0,0,0,0,3500,3500,3150,0,0,0,0,0,0,0,0,0
2078,Fruta de Leite,Minas Gerais,city,0,0,0,2,4,4,400,400,396,0,0,0,0,0,0,65,65,2275
2079,Frutal,Minas Gerais,microregion,0,0,0,0,0,0,25225,25225,102649,12,5,5,62730,226631,62730,218180,218180,16194850
2080,Frutal,Minas Gerais,city,0,0,0,0,0,0,8000,8000,33600,0,0,0,24000,87840,24000,49700,49700,3865500
2081,Frutuoso Gomes,Rio Grande do Norte,city,0,0,0,0,0,0,280,224,54,6,5,5,0,0,0,10,10,502
2082,Fundao,Espirito Santo,city,23,37,37,8564,2482,2482,0,0,0,0,0,0,0,0,0,23,23,869
2083,Funilandia,Minas Gerais,city,0,0,0,0,0,0,40,40,240,0,0,0,0,0,0,35,35,1155
2084,Furos de Breves,Para,microregion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,61
2085,Fatima,Bahia,city,0,0,0,0,0,0,12000,12000,14400,0,0,0,0,0,0,0,0,0
2086,Fatima,Tocantins,city,0,0,0,0,0,0,730,730,2624,23,6,6,2400,7056,2400,0,0,0
2087,Fatima do Sul,Mato Grosso do Sul,city,0,0,0,0,0,0,12040,12040,72240,1750,350,350,14000,4860,13500,1700,1700,111762
2088,Fenix,Parana,city,0,0,0,6,4,4,15020,15020,70550,0,0,0,15500,15500,15500,250,250,11250
2089,Gabriel Monteiro,Sao Paulo,city,0,0,0,164,137,137,180,180,1080,0,0,0,188,564,188,3246,3246,259680
2090,Gado Bravo,Paraiba,city,0,0,0,0,0,0,300,200,160,0,0,0,0,0,0,0,0,0
2091,Galileia,Minas Gerais,city,0,0,0,25,10,10,200,200,539,0,0,0,0,0,0,40,40,2000
2092,Galinhos,Rio Grande do Norte,city,0,0,0,0,0,0,20,20,7,0,0,0,0,0,0,0,0,0
2093,Galvao,Santa Catarina,city,0,0,0,0,0,0,400,400,2160,0,0,0,5250,6525,5250,3,3,123
2094,Gameleira,Pernambuco,city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,10000,500000
2095,Gameleira de Goias,Goias,city,0,0,0,34,15,15,11900,11900,72930,0,0,0,25500,93330,25500,0,0,0
2096,Gameleiras,Minas Gerais,city,0,0,0,0,0,0,450,450,405,3,2,2,0,0,0,0,0,0
2097,Gandu,Bahia,city,3948,8330,8330,13,15,15,0,0,0,0,0,0,0,0,0,5,5,153
2098,Garanhuns,Pernambuco,microregion,0,0,0,88,125,125,7080,6880,13060,0,0,0,0,0,0,200,200,12000
2099,Garanhuns,Pernambuco,city,0,0,0,18,25,25,325,325,936,0,0,0,0,0,0,0,0,0
2100,Gararu,Sergipe,city,0,0,0,0,0,0,5500,5500,20884,0,0,0,0,0,0,0,0,0
2101,Garibaldi,Rio Grande do Sul,city,0,0,0,0,0,0,450,450,1800,0,0,0,0,0,0,0,0,0
2102,Garopaba,Santa Catarina,city,0,0,0,0,0,0,20,20,98,1072,172,172,0,0,0,30,30,1050
2103,Garrafao do Norte,Para,city,0,0,0,0,0,0,800,800,800,12,12,12,0,0,0,0,0,0
2104,Garruchos,Rio Grande do Sul,city,0,0,0,0,0,0,1410,1410,5488,597,109,94,19165,12297,19165,70,70,1050
2105,Garuva,Santa Catarina,city,0,0,0,0,0,0,0,0,0,7634,1303,1303,0,0,0,0,0,0
2106,Garca,Sao Paulo,city,0,0,0,13308,8300,8300,1000,1000,3600,0,0,0,1500,5400,1500,0,0,0
2107,Gaspar,Santa Catarina,city,0,0,0,0,0,0,9,9,36,23450,2680,2680,0,0,0,54,54,1620
2108,Gastao Vidigal,Sao Paulo,city,0,0,0,0,0,0,250,250,1500,0,0,0,743,1780,743,5330,5330,437060
2109,Gaurama,Rio Grande do Sul,city,0,0,0,0,0,0,2000,2000,9600,2,1,1,7200,23760,7200,10,10,450
2110,Gaviao,Bahia,city,0,0,0,0,0,0,235,235,2,0,0,0,0,0,0,0,0,0
2111,Gaviao Peixoto,Sao Paulo,city,0,0,0,10,6,6,500,500,2624,0,0,0,1400,4130,1400,6500,6500,507000
2112,Gaucha do Norte,Mato Grosso,city,0,0,0,0,0,0,80000,80000,492000,0,0,0,190000,665000,190000,30,30,750
2113,Geminiano,Piaui,city,0,0,0,0,0,0,2880,2880,1037,4,4,4,0,0,0,0,0,0
2114,General Carneiro,Mato Grosso,city,0,0,0,0,0,0,35000,35000,189000,0,0,0,65856,241033,65856,0,0,0
2115,General Carneiro,Parana,city,0,0,0,0,0,0,1000,1000,3000,30,15,15,3000,7000,3000,0,0,0
2116,General Camara,Rio Grande do Sul,city,0,0,0,0,0,0,2500,2500,6875,16800,2100,2100,10100,23230,10100,4,4,90
2117,General Maynard,Sergipe,city,0,0,0,0,0,0,4,4,3,0,0,0,0,0,0,0,0,0
2118,General Salgado,Sao Paulo,city,0,0,0,0,0,0,600,600,2700,0,0,0,1000,3600,1000,13200,13200,858000
2119,General Sampaio,Ceara,city,0,0,0,0,0,0,1160,1160,1044,0,0,0,0,0,0,0,0,0
2120,Gentil,Rio Grande do Sul,city,0,0,0,0,0,0,200,200,600,0,0,0,10500,15750,10500,1,1,20
2121,Gentio do Ouro,Bahia,city,0,0,0,0,0,0,250,250,78,0,0,0,0,0,0,15,15,204
2122,Gerais de Balsas,Maranhao,microregion,0,0,0,0,0,0,223263,223263,1101522,14183,5602,5602,512070,1606034,512070,37,37,779
2123,Getulina,Sao Paulo,city,0,0,0,80,53,53,121,121,508,0,0,0,605,1270,605,20600,20600,1442000
2124,Getulio Vargas,Rio Grande do Sul,city,0,0,0,0,0,0,3450,3450,16043,0,0,0,14500,39150,14500,0,0,0
2125,Gilbues,Piaui,city,0,0,0,0,0,0,15955,15955,101308,3151,1156,1156,35540,132726,35540,0,0,0
2126,Girau do Ponciano,Alagoas,city,0,0,0,0,0,0,3000,1200,1380,0,0,0,0,0,0,0,0,0
2127,Girua,Rio Grande do Sul,city,0,0,0,0,0,0,5500,5500,27000,0,0,0,62000,33336,62000,50,50,400
2128,Glaucilandia,Minas Gerais,city,0,0,0,0,0,0,450,450,486,0,0,0,0,0,0,8,8,240
2129,Glicerio,Sao Paulo,city,0,0,0,28,23,23,1800,1800,9720,0,0,0,4500,10800,4500,8961,8961,672075
2130,Glorinha,Rio Grande do Sul,city,0,0,0,0,0,0,160,160,592,9270,1030,1030,2000,5400,2000,30,30,1350
2131,Gloria,Bahia,city,0,0,0,0,0,0,1850,932,168,0,0,0,0,0,0,0,0,0
2132,Gloria D'Oeste,Mato Grosso,city,0,0,0,0,0,0,150,150,564,0,0,0,0,0,0,2288,2288,184079
2133,Gloria de Dourados,Mato Grosso do Sul,city,0,0,0,0,0,0,3610,3610,16245,0,0,0,6000,3000,6000,1879,1879,127302
2134,Gloria do Goita,Pernambuco,city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,1800,90000
2135,Godofredo Viana,Maranhao,city,0,0,0,0,0,0,70,70,43,17,16,16,0,0,0,0,0,0
2136,Godoy Moreira,Parana,city,0,0,0,16,20,20,4720,4720,24567,2,1,1,6600,11451,6600,0,0,0
2137,Goiabeira,Minas Gerais,city,0,0,0,0,0,0,20,20,49,26,8,8,0,0,0,0,0,0
2138,Goiana,Pernambuco,city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,10000,800000
2139,Goiandira,Goias,city,0,0,0,0,0,0,1110,1110,4660,0,0,0,2500,9750,2500,15,15,1200
2140,Goianinha,Rio Grande do Norte,city,0,0,0,0,0,0,20,20,30,0,0,0,0,0,0,6800,6800,320000
2141,Goianira,Goias,city,0,0,0,156,60,60,170,170,1220,0,0,0,2300,8500,2300,900,900,78600
2142,Goianorte,Tocantins,city,0,0,0,0,0,0,6300,6300,15609,378,150,150,8461,30368,8320,0,0,0
2143,Goiana,Minas Gerais,city,0,0,0,0,0,0,15,15,50,0,0,0,0,0,0,15,15,675
2144,Goianapolis,Goias,city,0,0,0,0,0,0,1360,1060,5271,0,0,0,2000,6600,2000,0,0,0
2145,Goianesia,Goias,city,0,0,0,0,0,0,1600,1600,8320,56,30,30,2300,8280,2300,21500,21500,1601750
2146,Goianesia do Para,Para,city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2147,Goiatins,Tocantins,city,0,0,0,0,0,0,5800,5700,18627,2000,1000,1000,14700,44280,14700,0,0,0
2148,Goiatuba,Goias,city,0,0,0,0,0,0,31000,21000,68400,10,5,5,78200,222870,78200,49500,49500,4257000
2149,Goioere,Parana,microregion,0,0,0,10,14,14,235735,235645,1236817,0,0,0,284600,461284,284600,3655,3655,85455
2150,Goioere,Parana,city,0,0,0,0,0,0,28200,28200,154480,0,0,0,35000,45500,35000,300,300,15000
2151,Goioxim,Parana,city,0,0,0,0,0,0,4480,4480,33500,10,5,5,22000,75000,22000,2,2,105
2152,Goias,Goias,city,0,0,0,0,0,0,250,250,1400,66,30,30,6000,21600,6000,0,0,0
2153,Goias,Goias,state,0,0,0,16957,6771,6771,1942588,1907212,10709893,107769,24306,24288,4121969,15216144,4121969,931090,933105,73525072
2154,Goiania,Goias,microregion,0,0,0,378,130,130,26865,26565,152759,78,32,32,60184,212513,60184,1252,1252,104359
2155,Goiania,Goias,city,0,0,0,0,0,0,300,300,2120,33,12,12,1360,5030,1360,0,0,0
2156,Gongogi,Bahia,city,268,1000,1000,2,3,3,0,0,0,0,0,0,0,0,0,2,2,12
2157,Gonzaga,Minas Gerais,city,0,0,0,1,2,2,90,90,315,0,0,0,0,0,0,14,14,462
2158,Goncalves,Minas Gerais,city,0,0,0,0,0,0,80,80,480,0,0,0,0,0,0,6,6,300
2159,Goncalves Dias,Maranhao,city,0,0,0,0,0,0,1072,1072,1908,417,244,244,0,0,0,15,15,706
2160,Gouveia,Minas Gerais,city,0,0,0,0,0,0,180,180,594,0,0,0,0,0,0,30,30,1200
2161,Gouvelandia,Goias,city,0,0,0,0,0,0,950,750,4035,0,0,0,1450,5829,1450,30007,30007,2280532
2162,Governador Archer,Maranhao,city,0,0,0,0,0,0,246,246,293,122,86,86,0,0,0,3,3,137
2163,Governador Celso Ramos,Santa Catarina,city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2164,Governador Dix-Sept Rosado,Rio Grande do Norte,city,0,0,0,0,0,0,2400,2400,1152,0,0,0,0,0,0,0,0,0
2165,Governador Edison Lobao,Maranhao,city,0,0,0,0,0,0,161,161,318,22,14,14,0,0,0,0,0,0
2166,Governador Eugenio Barros,Maranhao,city,0,0,0,0,0,0,1408,1408,2358,412,285,285,2060,6499,2060,0,0,0
2167,Governador Jorge Teixeira,Rondonia,city,321,535,535,880,220,220,150,150,490,6,2,2,0,0,0,13,13,400
2168,Governador Lindenberg,Espirito Santo,city,116,158,158,27600,9200,9200,50,50,111,0,0,0,0,0,0,0,0,0
2169,Governador Luiz Rocha,Maranhao,city,0,0,0,0,0,0,2350,2350,7461,449,285,285,2550,8173,2550,0,0,0
2170,Governador Mangabeira,Bahia,city,0,0,0,0,0,0,250,250,174,0,0,0,0,0,0,0,0,0
2171,Governador Newton Bello,Maranhao,city,0,0,0,0,0,0,80,80,35,91,99,99,0,0,0,0,0,0
2172,Governador Nunes Freire,Maranhao,city,0,0,0,0,0,0,284,284,269,52,50,50,0,0,0,0,0,0
2173,Governador Valadares,Minas Gerais,microregion,0,0,0,977,764,764,2252,2252,7835,46,26,26,0,0,0,753,753,31319
2174,Governador Valadares,Minas Gerais,city,0,0,0,3,4,4,150,150,450,0,0,0,0,0,0,140,140,4480
2175,Gracho Cardoso,Sergipe,city,0,0,0,0,0,0,4000,4000,14096,0,0,0,0,0,0,0,0,0
2176,Grajau,Maranhao,city,0,0,0,0,0,0,8120,8120,27200,14400,6780,6780,23400,70000,23400,4,4,272
2177,Gramado,Rio Grande do Sul,city,0,0,0,0,0,0,630,630,2722,0,0,0,0,0,0,14,14,1120
2178,Gramado Xavier,Rio Grande do Sul,city,0,0,0,0,0,0,1600,1300,5070,11,5,5,4000,11520,4000,0,0,0
2179,Gramado dos Loureiros,Rio Grande do Sul,city,0,0,0,0,0,0,650,650,1045,0,0,0,6250,8750,6250,40,40,700
2180,Gramado-Canela,Rio Grande do Sul,microregion,0,0,0,0,0,0,5840,5840,22598,8732,1193,1193,96,233,96,1111,1111,45257
2181,Grande Florianopolis,Santa Catarina,macroregion,0,0,0,0,0,0,7466,7466,40005,32293,4419,4419,0,0,0,368,368,12625
2182,Grandes Rios,Parana,city,0,0,0,1260,1150,1150,2655,2655,12255,4,2,2,5500,9268,5500,0,0,0
2183,Granito,Pernambuco,city,0,0,0,0,0,0,500,175,87,0,0,0,0,0,0,0,0,0
2184,Granja,Ceara,city,0,0,0,0,0,0,4045,4045,2261,168,261,261,0,0,0,2,2,93
2185,Granjeiro,Ceara,city,0,0,0,0,0,0,650,650,520,19,9,9,0,0,0,12,12,568
2186,Gravatal,Santa Catarina,city,0,0,0,0,0,0,5,5,24,2774,392,380,70,294,70,8,8,400
2187,Gravatai,Rio Grande do Sul,city,0,0,0,0,0,0,50,50,160,5600,800,800,500,900,500,15,15,693
2188,Gravata,Pernambuco,city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2189,Graca,Ceara,city,0,0,0,0,0,0,1950,1950,678,82,112,112,0,0,0,0,0,0
2190,Graca Aranha,Maranhao,city,0,0,0,0,0,0,706,706,1178,256,176,176,0,0,0,0,0,0
2191,Groairas,Ceara,city,0,0,0,0,0,0,950,950,308,0,0,0,0,0,0,0,0,0
2192,Grossos,Rio Grande do Norte,city,0,0,0,0,0,0,200,200,85,0,0,0,0,0,0,0,0,0
2193,Grupiara,Minas Gerais,city,0,0,0,0,0,0,450,450,2703,0,0,0,1250,4500,1250,0,0,0
2194,Grao Mogol,Minas Gerais,microregion,0,0,0,146,140,140,2800,2470,2630,114,107,89,0,0,0,343,343,10825
2195,Grao Mogol,Minas Gerais,city,0,0,0,106,90,90,1500,1500,1800,48,40,40,0,0,0,150,150,4500
2196,Grao-Para,Santa Catarina,city,0,0,0,0,0,0,425,425,2267,4,2,2,0,0,0,28,28,1267
2197,Guabiju,Rio Grande do Sul,city,0,0,0,0,0,0,1100,1100,3520,0,0,0,6000,12042,6000,1,1,50
2198,Guabiruba,Santa Catarina,city,0,0,0,0,0,0,70,70,560,400,50,50,0,0,0,0,0,0
2199,Guadalupe,Piaui,city,0,0,0,0,0,0,60,60,84,28,20,20,885,3983,885,21,21,840
2200,Guaimbe,Sao Paulo,city,0,0,0,102,85,85,100,100,350,0,0,0,200,540,200,2800,2800,196000
2201,Guairaca,Parana,city,0,0,0,8,8,8,105,70,56,0,0,0,0,0,0,11386,11386,557535
2202,Guaicara,Sao Paulo,city,0,0,0,1,1,1,550,550,3170,0,0,0,900,2970,900,8000,8000,560000
2203,Guaiuba,Ceara,city,0,0,0,0,0,0,150,150,83,8,8,8,0,0,0,8,8,269
2204,Guajara,Amazonas,city,0,0,0,8,4,4,14,14,42,6,6,2,0,0,0,4,4,152
2205,Guajara-Mirim,Rondonia,microregion,2,7,7,1763,864,834,5400,5400,22647,9120,3000,3000,4221,13343,4221,6,6,220
2206,Guajara-Mirim,Rondonia,city,0,0,0,203,57,57,150,150,397,1920,600,600,0,0,0,6,6,220
2207,Guajeru,Bahia,city,0,0,0,0,0,0,80,80,8,0,0,0,0,0,0,0,0,0
2208,Guamare,Rio Grande do Norte,city,0,0,0,0,0,0,1200,600,600,0,0,0,0,0,0,0,0,0
2209,Guamiranga,Parana,city,0,0,0,0,0,0,1600,1600,9020,21,10,10,7000,24500,7000,5,5,178
2210,Guama,Para,microregion,214,423,423,0,0,0,16375,16375,28745,6878,2235,2235,8700,27492,8700,0,0,0
2211,Guanambi,Bahia,microregion,0,0,0,49,61,61,10736,8670,4644,0,0,0,600,1702,600,770,770,17724
2212,Guanambi,Bahia,city,0,0,0,0,0,0,600,600,270,0,0,0,0,0,0,0,0,0
2213,Guanhaes,Minas Gerais,microregion,0,0,0,216,169,169,2805,2805,8237,0,0,0,0,0,0,889,889,36073
2214,Guanhaes,Minas Gerais,city,0,0,0,2,2,2,220,220,726,0,0,0,0,0,0,100,100,3200
2215,Guapiara,Sao Paulo,city,0,0,0,0,0,0,3000,2500,23400,10,4,4,8500,33000,8500,0,0,0
2216,Guapiacu,Sao Paulo,city,0,0,0,0,0,0,650,650,4017,0,0,0,1100,3300,1100,12461,12461,996880
2217,Guapimirim,Rio de Janeiro,city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2218,Guapirama,Parana,city,0,0,0,133,70,70,3300,3300,19160,48,30,30,6600,25410,6600,680,680,57800
2219,Guaporema,Parana,city,0,0,0,0,0,0,614,614,2189,0,0,0,1565,1565,1565,8308,8308,544706
2220,Guapore,Rio Grande do Sul,microregion,0,0,0,0,0,0,36285,36285,94660,13,8,8,61760,103211,61760,240,240,7239
2221,Guapore,Rio Grande do Sul,city,0,0,0,0,0,0,2500,2500,5478,0,0,0,4000,5916,4000,31,31,1240
2222,Guape,Minas Gerais,city,0,0,0,10986,8700,8700,3000,3000,19500,0,0,0,4000,15600,4000,50,50,2250
2223,Guapo,Goias,city,0,0,0,0,0,0,1000,1000,4500,0,0,0,3000,10080,3000,0,0,0
2224,Guarabira,Paraiba,microregion,0,0,0,0,0,0,3330,3330,2279,0,0,0,0,0,0,1220,1220,61075
2225,Guarabira,Paraiba,city,0,0,0,0,0,0,190,190,143,0,0,0,0,0,0,90,90,4950
2226,Guaraci,Parana,city,0,0,0,0,0,0,1700,1640,4240,0,0,0,3900,6240,3900,4284,4284,323096
2227,Guaraci,Sao Paulo,city,0,0,0,0,0,0,1390,1390,8184,0,0,0,1340,4434,1340,37400,37400,3033551
2228,Guaraciaba,Minas Gerais,city,0,0,0,234,130,130,990,990,3418,30,10,10,0,0,0,140,140,6300
2229,Guaraciaba,Santa Catarina,city,0,0,0,0,0,0,2200,2200,12419,0,0,0,5700,8028,5700,90,90,5670
2230,Guaraciaba do Norte,Ceara,city,0,0,0,3,10,10,2760,2760,1347,0,0,0,0,0,0,1350,1350,94500
2231,Guaraciama,Minas Gerais,city,0,0,0,0,0,0,400,400,396,2,2,2,0,0,0,40,40,1200
2232,Guaramiranga,Ceara,city,0,0,0,51,143,143,95,95,76,0,0,0,0,0,0,0,0,0
2233,Guaramirim,Santa Catarina,city,0,0,0,0,0,0,125,125,825,31961,4737,4737,0,0,0,0,0,0
2234,Guarani,Minas Gerais,city,0,0,0,78,65,65,40,40,168,0,0,0,0,0,0,13,13,676
2235,Guarani d'Oeste,Sao Paulo,city,0,0,0,0,0,0,300,300,1080,0,0,0,242,726,242,1600,1600,128000
2236,Guarani das Missoes,Rio Grande do Sul,city,0,0,0,0,0,0,2501,2001,4502,0,0,0,15000,2700,15000,70,70,2100
2237,Guarani de Goias,Goias,city,0,0,0,0,0,0,150,150,630,0,0,0,300,828,300,0,0,0
2238,Guaraniacu,Parana,city,0,0,0,0,0,0,6340,6340,30271,10,8,8,20800,72176,20800,120,120,3720
2239,Guaranta,Sao Paulo,city,0,0,0,114,196,195,170,170,609,0,0,0,60,108,60,11500,11500,805000
2240,Guaranta do Norte,Mato Grosso,city,0,0,0,2,6,6,8800,8800,51480,9834,3000,3000,13600,48960,13600,10,10,200
2241,Guaranesia,Minas Gerais,city,0,0,0,4087,3760,3760,200,200,1260,0,0,0,350,1260,350,700,700,50400
2242,Guarapari,Espirito Santo,microregion,116,306,306,24616,13931,13931,486,486,2386,0,0,0,0,0,0,170,170,6705
2243,Guarapari,Espirito Santo,city,21,145,145,2601,2100,2100,14,14,23,0,0,0,0,0,0,100,100,2000
2244,Guarapuava,Parana,microregion,0,0,0,0,0,0,87387,87387,623525,335,173,173,384150,1363967,384150,401,401,15701
2245,Guarapuava,Parana,city,0,0,0,0,0,0,17252,17252,141250,132,47,47,76000,280000,76000,3,3,166
2246,Guaraquecaba,Parana,city,0,0,0,0,0,0,10,10,32,2730,420,420,0,0,0,45,45,1462
2247,Guararapes,Sao Paulo,city,0,0,0,0,0,0,1500,1500,8340,0,0,0,5000,18000,5000,45769,45769,3203830
2248,Guararema,Sao Paulo,city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,1500
2249,Guarara,Minas Gerais,city,0,0,0,25,14,14,12,12,48,0,0,0,0,0,0,17,17,680
2250,Guaratinga,Bahia,city,646,3200,3200,2906,1450,1450,50,50,48,0,0,0,0,0,0,150,150,7375
2251,Guaratingueta,Sao Paulo,microregion,0,0,0,0,0,0,2025,2025,8150,30022,4724,4724,1970,7665,1970,147,147,9055
2252,Guaratingueta,Sao Paulo,city,0,0,0,0,0,0,1100,1100,3210,13890,2100,2100,1000,4200,1000,0,0,0
2253,Guaratuba,Parana,city,0,0,0,0,0,0,10,10,35,3840,600,600,0,0,0,47,47,1786
2254,Guaracai,Sao Paulo,city,0,0,0,0,0,0,300,300,1260,0,0,0,0,0,0,25000,25000,1750000
2255,Guarai,Tocantins,city,0,0,0,0,0,0,2400,2400,11908,930,190,190,12183,43200,12000,0,0,0
2256,Guaraita,Goias,city,0,0,0,0,0,0,270,270,1252,299,130,130,0,0,0,0,0,0
2257,Guarda-Mor,Minas Gerais,city,0,0,0,658,354,354,17000,17000,99900,0,0,0,80000,302400,80000,8,8,360
2258,Guarei,Sao Paulo,city,0,0,0,11,5,5,3300,3300,24780,18,6,6,2000,6000,2000,700,700,56000
2259,Guariba,Sao Paulo,city,0,0,0,0,0,0,184,184,1020,0,0,0,1320,3960,1320,21200,21200,1802000
2260,Guaribas,Piaui,city,0,0,0,0,0,0,1000,1000,780,0,0,0,0,0,0,2,2,50
2261,Guarinos,Goias,city,0,0,0,0,0,0,0,0,0,26,20,20,0,0,0,0,0,0
2262,Guaruja,Sao Paulo,city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2263,Guaruja do Sul,Santa Catarina,city,0,0,0,0,0,0,330,330,1479,0,0,0,1850,2955,1850,7,7,490
2264,Guarulhos,Sao Paulo,microregion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2265,Guarulhos,Sao Paulo,city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2266,Guara,Sao Paulo,city,0,0,0,78,35,35,587,587,2763,0,0,0,4227,12885,4227,22780,22780,1480700
2267,Guatambu,Santa Catarina,city,0,0,0,0,0,0,1000,1000,7800,5,5,5,4400,6600,4400,60,60,1443
2268,Guatapara,Sao Paulo,city,0,0,0,0,0,0,772,772,4633,0,0,0,37,104,37,25391,25391,1853568
2269,Guaxupe,Minas Gerais,city,0,0,0,4503,3950,3950,700,700,5880,0,0,0,875,3150,875,380,380,24510
2270,Guacui,Espirito Santo,city,0,0,0,11712,6100,6100,1522,1522,4322,0,0,0,0,0,0,10,10,400
2271,Guaiba,Rio Grande do Sul,city,0,0,0,0,0,0,160,160,318,29489,3954,3954,1000,3412,1000,0,0,0
2272,Guaira,Parana,city,0,0,0,0,0,0,33230,33230,132870,0,0,0,33910,26000,33910,15,15,525
2273,Guaira,Sao Paulo,city,0,0,0,0,0,0,17500,17500,84300,0,0,0,26200,92160,26200,63500,63500,5397500
2274,Guia Lopes da Laguna,Mato Grosso do Sul,city,0,0,0,0,0,0,14600,14600,61320,0,0,0,27145,45604,27145,15,15,500
2275,Guidoval,Minas Gerais,city,0,0,0,0,0,0,250,250,1200,0,0,0,0,0,0,6,6,450
2276,Guimarania,Minas Gerais,city,0,0,0,4986,4080,4080,3800,3800,22320,0,0,0,5500,20460,5500,4,4,160
2277,Guimaraes,Maranhao,city,0,0,0,0,0,0,140,140,126,18,20,20,0,0,0,43,43,2133
